datetime_utc,skt,t2m
2020-01-01 05:00:00,289.06952115897957,287.0375531494893
2020-01-01 06:00:00,292.0849188994186,288.8884615200143
2020-01-01 08:00:00,296.40158497203487,291.4627478177816
2020-01-01 09:00:00,296.9966899242901,292.1624463379659
2020-01-01 17:00:00,284.8451340591596,285.74149478859454
2020-01-01 18:00:00,284.68887068126895,285.49501608920576
2020-01-01 20:00:00,283.85877106700366,284.37200821933834
2020-01-01 21:00:00,283.2727678766236,283.81961475719106
2020-01-02 05:00:00,290.6931303520967,288.414218379463
2020-01-02 06:00:00,294.15746259175023,290.426739403206
2020-01-02 08:00:00,298.3455507722217,292.6741115058699
2020-01-02 09:00:00,297.6312266909654,292.69100535999644
2020-01-02 17:00:00,286.35798233572984,287.03700249294286
2020-01-02 18:00:00,285.30935711265533,286.06884290698133
2020-01-02 20:00:00,283.1922305302554,283.9638870309792
2020-01-02 21:00:00,282.34950839426193,283.2285501865099
2020-01-03 05:00:00,293.018337091055,290.0525356345625
2020-01-03 06:00:00,297.0186202368127,291.62872519000837
2020-01-03 08:00:00,300.1426939883475,293.681098761654
2020-01-03 09:00:00,299.9198604871753,293.9340089818546
2020-01-03 17:00:00,285.37837183971436,286.50969306934047
2020-01-03 18:00:00,284.81719947191897,285.9949564647234
2020-01-03 20:00:00,284.4971160888672,285.54121942035226
2020-01-03 21:00:00,283.6956959211588,284.71443145704933
2020-01-04 05:00:00,292.8733219328941,290.0665914244571
2020-01-04 06:00:00,296.2826949297372,291.5977781322227
2020-01-04 08:00:00,299.6535734109041,292.8034336225278
2020-01-04 09:00:00,300.31953618265635,293.2849962090491
2020-01-04 17:00:00,283.54071879570586,284.90819268601336
2020-01-04 18:00:00,282.5599205358003,284.14076357519684
2020-01-04 20:00:00,281.1941200338637,283.00416788298105
2020-01-04 21:00:00,280.7035708434777,282.74721819814437
2020-01-05 05:00:00,293.45722585246085,291.10504987390453
2020-01-05 06:00:00,297.0162408531906,292.6022095761057
2020-01-05 08:00:00,300.6554066051137,294.2788965022435
2020-01-05 09:00:00,300.859765662618,294.68645612484505
2020-01-05 17:00:00,285.9564346289965,287.30126177254374
2020-01-05 18:00:00,285.4758048270627,286.8775651928824
2020-01-05 20:00:00,284.2553835547026,285.54564390491083
2020-01-05 21:00:00,283.93335339468325,285.2321059545861
2020-01-06 05:00:00,291.6597349522478,291.11851299268255
2020-01-06 06:00:00,295.5204021060045,293.0696108543267
2020-01-06 08:00:00,299.76084218076636,295.7596992057718
2020-01-06 09:00:00,300.00585942202247,296.0924902682312
2020-01-06 17:00:00,287.2689540257623,288.5945511687151
2020-01-06 18:00:00,286.6480692670966,287.977301834177
2020-01-06 20:00:00,284.9544389721792,286.31910138945733
2020-01-06 21:00:00,284.4053886660442,285.8968096763952
2020-01-07 05:00:00,293.6798789989784,291.2025864987601
2020-01-07 06:00:00,297.2465034567153,293.36330720639927
2020-01-07 08:00:00,301.0448332376583,295.3024938551047
2020-01-07 09:00:00,301.7341550054095,296.00455130413974
2020-01-07 17:00:00,286.44862323402435,286.7885803081589
2020-01-07 18:00:00,285.6218288756666,285.98947848891623
2020-01-07 20:00:00,284.6831259470324,285.2230032992841
2020-01-07 21:00:00,284.2440146048006,284.67124433473373
2020-01-08 05:00:00,289.1085265501989,286.2631265555031
2020-01-08 06:00:00,292.4585601618551,288.1082679971892
2020-01-08 08:00:00,296.76452902395664,290.55465773478136
2020-01-08 09:00:00,297.13796413991776,291.10883774485535
2020-01-08 17:00:00,281.8878553064285,282.91813908887025
2020-01-08 18:00:00,281.0601743160301,282.2064544254532
2020-01-08 20:00:00,279.8491069870113,281.215119419186
2020-01-08 21:00:00,279.29262061919934,280.701862305816
2020-01-09 05:00:00,290.13078947610956,286.4081608988288
2020-01-09 06:00:00,293.7989072402931,287.99408008357966
2020-01-09 08:00:00,297.43210135108706,290.18715941630455
2020-01-09 09:00:00,297.4250199798443,290.6156655944919
2020-01-09 17:00:00,280.7062776680169,281.95791317979433
2020-01-09 18:00:00,279.92859008977155,281.2658941565751
2020-01-09 20:00:00,278.81019220807707,280.27763467797513
2020-01-09 21:00:00,278.27353051043076,279.75552807824084
2020-01-10 05:00:00,289.95321791638577,286.3140234337382
2020-01-10 06:00:00,293.37265082831004,287.98679484645095
2020-01-10 08:00:00,297.59306775109246,290.4044196976719
2020-01-10 09:00:00,297.94925458111635,291.13038804534773
2020-01-10 17:00:00,280.26605048275144,281.93610159898947
2020-01-10 18:00:00,278.94413919551715,280.85011390251077
2020-01-10 20:00:00,277.3336736975906,279.4228572757292
2020-01-10 21:00:00,276.722607135038,278.6749285681773
2020-01-11 05:00:00,290.3365055078351,287.7651177922089
2020-01-11 06:00:00,294.00005297080395,289.9089556724889
2020-01-11 08:00:00,298.49378490007166,292.9683228009287
2020-01-11 09:00:00,299.0986552422146,293.85646666069795
2020-01-11 17:00:00,283.4981224400972,285.07521470926577
2020-01-11 18:00:00,282.8101609381395,284.48776856409205
2020-01-11 20:00:00,281.64316940895395,283.3950327680732
2020-01-11 21:00:00,281.0842469484303,282.8275329401754
2020-01-12 05:00:00,291.8142472841707,290.0917884109568
2020-01-12 06:00:00,295.811478695627,292.5922742000163
2020-01-12 08:00:00,300.9392312965334,295.8990449126586
2020-01-12 09:00:00,301.9978443727655,296.8309340748839
2020-01-12 17:00:00,287.6222196558407,289.0390598902533
2020-01-12 18:00:00,287.17574339691777,288.59690753484176
2020-01-12 20:00:00,286.59284825023775,287.9281868721561
2020-01-12 21:00:00,286.32547507264036,287.6457609579266
2020-01-13 05:00:00,294.8574523925781,293.87342432430603
2020-01-13 06:00:00,295.63747376616817,295.0706106459231
2020-01-13 08:00:00,298.1397507583783,294.21148202011506
2020-01-13 09:00:00,297.6951077877098,293.40793728350855
2020-01-13 17:00:00,283.22503003794895,284.1741557540071
2020-01-13 18:00:00,282.07350459635165,283.2117527754538
2020-01-13 20:00:00,280.37305801932365,281.642493014343
2020-01-13 21:00:00,279.59944228067974,280.8564785808922
2020-01-14 05:00:00,290.7442832206174,287.78127649715765
2020-01-14 06:00:00,295.0796460120814,289.5644041040829
2020-01-14 08:00:00,299.74481835975115,291.3373420844644
2020-01-14 09:00:00,300.391542478776,291.981746797018
2020-01-14 17:00:00,282.9803663350768,283.88665315366495
2020-01-14 18:00:00,282.29856054367747,283.22577842395
2020-01-14 20:00:00,281.4635747077836,282.4388560102607
2020-01-14 21:00:00,281.2689802172739,282.17112485065667
2020-01-15 05:00:00,289.0709652658237,287.23280007666546
2020-01-15 06:00:00,291.24202360320714,288.6299143645723
2020-01-15 08:00:00,295.71592333871524,291.1544859758327
2020-01-15 09:00:00,295.41790498754096,291.4491511787215
2020-01-15 17:00:00,287.4200737105312,287.7153521803752
2020-01-15 18:00:00,286.8600014567559,287.40187329026327
2020-01-15 20:00:00,286.2232672833882,286.61066510827953
2020-01-15 21:00:00,285.91093639967437,286.23230935024736
2020-01-16 05:00:00,287.2830691580045,286.5785742526062
2020-01-16 06:00:00,288.3463446994776,287.0238727164011
2020-01-16 08:00:00,295.24942341056556,290.90522314697637
2020-01-16 09:00:00,293.4427764610444,289.5884311952283
2020-01-16 17:00:00,285.1096340467456,285.4099754721431
2020-01-16 18:00:00,283.67235669810526,284.09191092798267
2020-01-16 20:00:00,281.7834065441725,282.62083881771986
2020-01-16 21:00:00,280.9468932306087,281.8730153229277
2020-01-17 05:00:00,291.30390610423035,287.5641558725037
2020-01-17 06:00:00,294.8022287424614,289.1345682717251
2020-01-17 08:00:00,299.1321973991688,291.51215963260785
2020-01-17 09:00:00,299.1248573573602,291.9364738052909
2020-01-17 17:00:00,283.9534228637884,284.8406577088249
2020-01-17 18:00:00,283.16006413299607,284.05543877788244
2020-01-17 20:00:00,282.36354883132253,283.3454558103588
2020-01-17 21:00:00,281.8446236068185,282.857405699273
2020-01-18 05:00:00,293.1302119697371,288.9581229234881
2020-01-18 06:00:00,296.83667074476807,290.76149807358377
2020-01-18 08:00:00,298.73753900043033,292.28221986179915
2020-01-18 09:00:00,298.3939826154194,292.5511331896202
2020-01-18 17:00:00,284.81011915868163,285.4645492953402
2020-01-18 18:00:00,284.28996805858174,284.94950443497055
2020-01-18 20:00:00,282.7522741238399,283.71489150131066
2020-01-18 21:00:00,282.11969389129314,283.17826913795415
2020-01-19 05:00:00,291.6409237101926,288.6247066033456
2020-01-19 06:00:00,295.12600146089386,290.03932892927224
2020-01-19 08:00:00,299.25594902332466,291.3951514292571
2020-01-19 09:00:00,299.56749594854466,291.9170226580557
2020-01-19 17:00:00,282.41868231586756,283.64184154163706
2020-01-19 18:00:00,281.63927928765855,282.9465438066903
2020-01-19 20:00:00,280.36402328796856,281.779369477682
2020-01-19 21:00:00,279.76935404585026,281.18872032694526
2020-01-20 05:00:00,291.359775725425,288.54425286291564
2020-01-20 06:00:00,295.1172494285831,290.41036641689584
2020-01-20 08:00:00,299.0533559414198,292.3852679894775
2020-01-20 09:00:00,299.27481001514496,292.99815436834916
2020-01-20 17:00:00,284.4781121017386,285.7612224279089
2020-01-20 18:00:00,284.0332909394486,285.37796652959935
2020-01-20 20:00:00,283.6241371143029,284.94505382943413
2020-01-20 21:00:00,283.5056346311407,284.7230614425589
2020-01-21 05:00:00,292.17905140363933,289.80651436968833
2020-01-21 06:00:00,296.14514733830293,292.1338604190868
2020-01-21 08:00:00,301.0697663340988,294.7905750245269
2020-01-21 09:00:00,301.8676884538036,295.43904480544745
2020-01-21 17:00:00,285.2430039510154,286.65361942238366
2020-01-21 18:00:00,284.67853460326586,286.15299724467184
2020-01-21 20:00:00,283.71654582207304,285.1811129154152
2020-01-21 21:00:00,283.4396154230291,284.84462748617165
2020-01-22 05:00:00,292.4249606139855,290.17192517296746
2020-01-22 06:00:00,296.86698873605127,292.4073595890463
2020-01-22 08:00:00,300.980645672015,294.0322360610374
2020-01-22 09:00:00,301.35089663842064,294.5098490428484
2020-01-22 17:00:00,285.0395775370311,286.06079642320816
2020-01-22 18:00:00,284.1689435491577,285.2330749464697
2020-01-22 20:00:00,282.81295042816777,284.1511227177178
2020-01-22 21:00:00,282.1313037842926,283.4870384698289
2020-01-23 05:00:00,291.71302228789483,288.5532376093931
2020-01-23 06:00:00,295.3498872307306,290.60780976329266
2020-01-23 08:00:00,299.680255907526,293.2211750659443
2020-01-23 09:00:00,300.09059523948355,293.7890903137866
2020-01-23 17:00:00,282.7783030082339,284.5973286445042
2020-01-23 18:00:00,281.9049831443281,283.8334026601172
2020-01-23 20:00:00,280.4278138664728,282.6087482846206
2020-01-23 21:00:00,279.6059408320117,281.7316346249338
2020-01-24 05:00:00,292.23369366803047,289.08614002574575
2020-01-24 06:00:00,296.1745249273597,291.1513184016952
2020-01-24 08:00:00,300.9444489794997,293.99068177021894
2020-01-24 09:00:00,301.4513656310565,294.7216225081857
2020-01-24 17:00:00,282.83875440412385,284.85352413606574
2020-01-24 18:00:00,281.4845568358623,283.76831000611674
2020-01-24 20:00:00,279.6329733873552,282.515008700096
2020-01-24 21:00:00,279.0166641493975,282.4191738416675
2020-01-25 05:00:00,295.43426520725245,291.96607352846024
2020-01-25 06:00:00,298.9852319608668,293.6875382997957
2020-01-25 08:00:00,303.092299897792,295.7620622490882
2020-01-25 09:00:00,303.5503257669176,296.44273044956486
2020-01-25 17:00:00,283.8477488607398,285.8897879766573
2020-01-25 18:00:00,282.9444726317983,285.01219649821843
2020-01-25 20:00:00,281.4740222760452,284.80474256330353
2020-01-25 21:00:00,280.90175822629766,284.2293982131088
2020-01-26 05:00:00,295.72036994734236,293.4975963998098
2020-01-26 06:00:00,300.0620538273651,295.6172349691758
2020-01-26 08:00:00,305.24989600982434,297.7279364493301
2020-01-26 09:00:00,305.4378319785849,298.16963311005816
2020-01-26 17:00:00,286.955885077478,288.847099433511
2020-01-26 18:00:00,286.54400679436964,288.392681738996
2020-01-26 20:00:00,285.8174532991712,287.5030861312325
2020-01-26 21:00:00,285.4577399490427,287.0456556370152
2020-01-27 05:00:00,294.7886150107362,292.86604946236395
2020-01-27 06:00:00,299.41144671094804,295.219251800208
2020-01-27 08:00:00,305.05669742813467,298.53759523459325
2020-01-27 09:00:00,304.7109701806114,298.978965771033
2020-01-27 17:00:00,287.71859668326124,288.91142000218935
2020-01-27 18:00:00,286.5909398671108,287.91617710013605
2020-01-27 20:00:00,285.45993747329123,287.0385140064868
2020-01-27 21:00:00,284.91478516471403,286.61381286244915
2020-01-28 05:00:00,295.248064978648,293.1069759139662
2020-01-28 06:00:00,297.9560216307089,294.2443827436591
2020-01-28 08:00:00,297.88343343161654,293.741455995063
2020-01-28 09:00:00,297.5671006307029,293.5916487307321
2020-01-28 17:00:00,285.2829657556096,286.2616395171508
2020-01-28 18:00:00,284.39920624672726,285.4758562461254
2020-01-28 20:00:00,283.52734840522373,284.7159031660788
2020-01-28 21:00:00,282.89538524845165,284.0891425510401
2020-01-29 05:00:00,292.61864315085865,289.45991116422357
2020-01-29 06:00:00,296.3520578111081,291.0494992766065
2020-01-29 08:00:00,300.1887890032517,293.02383091343205
2020-01-29 09:00:00,300.35067452781925,293.40125405145534
2020-01-29 17:00:00,283.9986834886078,285.3857970392025
2020-01-29 18:00:00,283.1250706982723,284.63367726659556
2020-01-29 20:00:00,281.56078565506425,283.3299523869355
2020-01-29 21:00:00,280.87927730425116,282.59030052620017
2020-01-30 05:00:00,294.20211601551216,290.4425254316286
2020-01-30 06:00:00,298.2219290711296,291.71541107600933
2020-01-30 08:00:00,301.65183118164816,293.1712231276032
2020-01-30 09:00:00,301.4764044339925,293.5547920544452
2020-01-30 17:00:00,283.4176442714979,284.84127240996514
2020-01-30 18:00:00,282.36390949360947,283.88336031168745
2020-01-30 20:00:00,280.1869456051678,282.97483567060056
2020-01-30 21:00:00,279.3641940500409,282.81349177426665
2020-01-31 05:00:00,293.9313652614599,290.12720714034214
2020-01-31 06:00:00,297.85926680131394,291.80696921796755
2020-01-31 08:00:00,301.9041030248986,293.9326358083951
2020-01-31 09:00:00,301.87038996480464,294.40494406866185
2020-01-31 17:00:00,283.63531176739,285.17990662467497
2020-01-31 18:00:00,282.67352565301036,284.31807749884894
2020-01-31 20:00:00,280.83439017885087,282.5445325760335
2020-01-31 21:00:00,279.883246376261,281.63380232283447
2020-02-01 05:00:00,293.3775568463953,290.3540819165152
2020-02-01 06:00:00,297.36164895926123,291.9522046528539
2020-02-01 08:00:00,302.5809487223809,293.8340797130426
2020-02-01 09:00:00,302.8734717934818,294.2508599232819
2020-02-01 17:00:00,283.76839297725166,285.30250918442744
